Campaign_Id,Reach,Frequency,Click,Lead,Product,Cost,Revenue,Channel_Id,Date,Campaign Goal,Duration,Target_Audience_Id
CAMP_1002,8488,"1,69",764,188,12,"84855,93","174353,35",CHAN_001,8/20/2024,Lead Generation,25,TA_002
CAMP_1003,7899,"6,04",711,158,30,"79011,86","194374,46",CHAN_001,3/28/2024,Sales,47,TA_010
CAMP_1004,3235,"1,69",291,21,8,"32337,2","67290,53",CHAN_001,7/20/2024,Sales,74,TA_009
CAMP_1005,10389,"3,69",935,132,90,"103868,65","253422,86",CHAN_001,8/6/2024,Sales,61,TA_009
CAMP_1006,1688,"3,64",152,212,77,"16908,85","49952,99",CHAN_001,9/28/2024,Brand Awareness,78,TA_004
CAMP_1007,1481,"4,74",133,248,100,"14804,98","53120,33",CHAN_001,4/27/2024,Brand Awareness,83,TA_008
CAMP_1008,2127,"0,94",191,433,140,"21272,42","40053,89",CHAN_002,2/4/2024,Brand Awareness,60,TA_001
CAMP_1009,7698,"6,02",693,305,120,"76985,91","133670,14",CHAN_003,5/14/2024,Lead Generation,48,TA_010
CAMP_1010,2953,"1,43",266,495,130,"29532,05","92259,66",CHAN_002,2/17/2024,Lead Generation,52,TA_001
CAMP_1011,2099,"1,3",189,375,300,"20960,74","61495,42",CHAN_003,3/28/2024,Brand Awareness,38,TA_006
CAMP_1012,8413,"4,45",757,318,100,"84154,64","199233,72",CHAN_003,4/20/2024,Sales,73,TA_001
CAMP_1013,3050,"3,38",274,482,120,"30467,1","74114,81",CHAN_002,3/11/2024,Sales,85,TA_006
CAMP_1014,3455,"3,37",311,248,100,"34518,99","84880,06",CHAN_001,4/7/2024,Lead Generation,81,TA_002
CAMP_1015,10177,"3,11",916,273,59,"101764,78","193566,39",CHAN_002,12/9/2024,Lead Generation,64,TA_004
CAMP_1016,567,"2,85",51,273,59,"5688,23","15976,49",CHAN_003,2/17/2024,Sales,15,TA_005
CAMP_1017,6289,"0,9",566,62,4,"62882,22","119529,9",CHAN_001,10/27/2024,Lead Generation,8,TA_001
CAMP_1018,2248,"4,01",203,495,130,"22519,16","80412,19",CHAN_001,2/24/2024,Lead Generation,62,TA_010
CAMP_1019,711,"2,34",64,43,21,"7090,81","23372,74",CHAN_001,12/30/2024,Sales,52,TA_008
CAMP_1020,8595,"0,94",774,248,100,"85946,82","157345,92",CHAN_002,2/7/2024,Sales,78,TA_003
CAMP_1021,8642,"6,24",778,132,90,"86414,35","285934,93",CHAN_001,7/31/2024,Lead Generation,82,TA_002
CAMP_1022,8556,"4,6",770,21,8,"85557,22","303998,27",CHAN_001,12/25/2024,Brand Awareness,85,TA_005
CAMP_1023,9201,"0,92",828,21,8,"92024,66","239137,47",CHAN_001,9/8/2024,Lead Generation,88,TA_003
CAMP_1024,4790,"0,99",431,305,120,"47921,39","137219,86",CHAN_003,3/21/2024,Sales,44,TA_008
CAMP_1025,7970,"3,32",717,158,30,"79713,15","168654,57",CHAN_003,10/17/2024,Brand Awareness,36,TA_001
CAMP_1026,260,"1,26",23,248,100,"2571,39","7028,52",CHAN_001,3/8/2024,Lead Generation,10,TA_010
CAMP_1027,3656,"4,74",329,43,21,"36544,93","130550,16",CHAN_001,8/26/2024,Lead Generation,58,TA_002
CAMP_1028,1974,"6,26",177,135,13,19714,"68099,13",CHAN_003,9/3/2024,Lead Generation,9,TA_001
CAMP_1029,9251,"4,96",832,62,4,"92492,19","190633,96",CHAN_001,12/23/2024,Sales,78,TA_007
CAMP_1030,10251,"5,13",923,433,140,"102543,99","301207,35",CHAN_001,2/2/2024,Lead Generation,51,TA_006
CAMP_1031,7030,"5,1",633,248,100,"70284,71","227819,32",CHAN_002,1/11/2024,Brand Awareness,57,TA_004
CAMP_1032,3731,"1,61",336,62,4,"37324,14","109459,78",CHAN_002,9/28/2024,Lead Generation,52,TA_009
CAMP_1033,3245,"4,69",292,73,32,"32415,12","94925,54",CHAN_002,5/1/2024,Sales,64,TA_006
CAMP_1034,2745,"5,78",247,273,59,"27428,18","76893,41",CHAN_002,7/3/2024,Brand Awareness,83,TA_004
CAMP_1035,5225,"1,47",470,62,30,"52207,05","140590,23",CHAN_003,12/5/2024,Lead Generation,34,TA_002
CAMP_1036,7217,"4,03",649,62,30,"72154,81","126323,23",CHAN_003,1/11/2024,Sales,51,TA_006
CAMP_1037,5120,"5,77",461,43,21,"51194,07","140363,63",CHAN_001,5/12/2024,Sales,23,TA_002
CAMP_1038,3414,"3,74",307,495,130,"34129,38","95354,49",CHAN_002,8/22/2024,Sales,28,TA_001
CAMP_1039,2456,"1,14",221,21,8,"24545,1","66161,94",CHAN_003,11/28/2024,Brand Awareness,71,TA_007
CAMP_1040,3059,"3,53",276,12,9,"30622,94","68800,18",CHAN_002,9/18/2024,Lead Generation,58,TA_001
CAMP_1041,1359,"5,14",122,43,21,"13558,25","37054,74",CHAN_003,7/3/2024,Lead Generation,27,TA_010
CAMP_1042,6646,"2,17",598,248,100,"66466,58","226053,97",CHAN_002,1/27/2024,Sales,38,TA_002
CAMP_1043,638,"3,9",58,158,30,"6389,52","19503,93",CHAN_003,11/30/2024,Sales,71,TA_002
CAMP_1044,10142,"5,43",913,43,21,"101453,1","176710,07",CHAN_003,12/30/2024,Brand Awareness,38,TA_003
CAMP_1045,683,"3,95",62,482,120,"6857,04","22977,06",CHAN_003,8/6/2024,Sales,30,TA_006
CAMP_1046,4938,"4,02",445,12,9,"49401,89","99761,09",CHAN_003,3/30/2024,Brand Awareness,83,TA_009
CAMP_1047,8894,"5,35",800,375,300,"88907,82","167690,56",CHAN_002,5/11/2024,Lead Generation,63,TA_008
CAMP_1048,5323,2,479,248,100,"53220,02","175238,96",CHAN_001,1/18/2024,Brand Awareness,31,TA_004
CAMP_1049,261,"1,52",23,482,120,"2571,39","7592,88",CHAN_002,12/11/2024,Sales,42,TA_002
CAMP_1050,6114,"4,58",551,495,130,"61167,96","201768,47",CHAN_003,10/29/2024,Sales,89,TA_004
CAMP_1051,6006,"3,55",541,495,130,"60077,06","208090,69",CHAN_003,1/30/2024,Lead Generation,23,TA_008
CAMP_1052,4172,"2,15",375,318,100,"41687,72","140795,21",CHAN_001,5/2/2024,Lead Generation,29,TA_008
CAMP_1053,6360,"4,5",572,188,12,"63583,51","133982,9",CHAN_003,5/17/2024,Brand Awareness,68,TA_001
CAMP_1054,9981,"4,87",898,135,13,"99816,76","282280,53",CHAN_003,8/20/2024,Brand Awareness,22,TA_010
CAMP_1055,6007,"3,26",541,43,21,"60077,06","202002,12",CHAN_001,6/27/2024,Sales,59,TA_003
CAMP_1056,7759,"2,84",698,158,30,"77609,28","183316,9",CHAN_001,10/21/2024,Brand Awareness,33,TA_010
CAMP_1057,6189,"4,25",557,305,120,"61869,25","133145,61",CHAN_002,10/17/2024,Brand Awareness,53,TA_007
CAMP_1058,4320,"4,04",389,248,100,"43168,21","89747,05",CHAN_003,5/25/2024,Lead Generation,36,TA_007
CAMP_1059,2042,"3,88",184,135,13,"20415,29","50462,14",CHAN_002,5/11/2024,Lead Generation,77,TA_006
CAMP_1060,550,"1,71",50,62,4,"5532,39","15655,41",CHAN_001,3/11/2024,Brand Awareness,15,TA_006
CAMP_1061,10873,"2,91",978,62,4,"108699,75","217564,33",CHAN_003,6/15/2024,Sales,44,TA_006
CAMP_1062,4003,"2,05",360,318,100,"40051,38","110066,85",CHAN_002,3/14/2024,Lead Generation,54,TA_009
CAMP_1063,1855,"4,16",167,188,12,"18545,19","36509,17",CHAN_002,7/1/2024,Brand Awareness,66,TA_008
CAMP_1064,8731,"3,04",785,318,100,"87271,48","171951,82",CHAN_002,1/4/2024,Brand Awareness,77,TA_008
CAMP_1065,3034,"0,93",273,273,59,"30311,26","105691,55",CHAN_002,5/14/2024,Sales,62,TA_005
CAMP_1066,9357,"2,81",842,248,100,"93583,08","183905,82",CHAN_003,3/27/2024,Brand Awareness,37,TA_009
CAMP_1067,9346,"6,01",841,324,98,"93427,24","236007,62",CHAN_001,6/19/2024,Lead Generation,87,TA_007
CAMP_1068,9777,"5,16",880,305,120,"97790,81","185175,37",CHAN_003,7/8/2024,Sales,52,TA_003
CAMP_1069,739,"6,47",67,188,12,"7402,49","20422,39",CHAN_001,9/4/2024,Lead Generation,76,TA_003
CAMP_1070,708,"1,28",64,62,30,"7090,81","20227,87",CHAN_003,5/17/2024,Brand Awareness,13,TA_008
CAMP_1071,1109,"1,69",100,318,100,"11064,78","29447,77",CHAN_001,3/30/2024,Sales,41,TA_009
CAMP_1072,3747,"4,54",337,495,130,"37479,98","112817,49",CHAN_002,10/27/2024,Sales,79,TA_003
CAMP_1073,11480,"4,86",1033,73,32,"114777,58","262173,25",CHAN_002,6/1/2024,Lead Generation,64,TA_001
CAMP_1074,11039,"6,11",994,273,59,"110414,01","249744,42",CHAN_003,2/9/2024,Lead Generation,79,TA_009
CAMP_1075,7287,"2,98",656,482,120,"72856,1","199676,36",CHAN_001,6/20/2024,Brand Awareness,86,TA_006
CAMP_1076,10084,"5,69",907,305,120,"100829,73","263304,1",CHAN_001,6/5/2024,Brand Awareness,15,TA_004
CAMP_1077,4913,"6,07",443,482,120,"49168,13","154530,22",CHAN_001,12/19/2024,Brand Awareness,41,TA_005
CAMP_1078,5186,"3,45",466,21,8,"51817,44",131150,CHAN_003,7/22/2024,Sales,85,TA_009
CAMP_1079,8971,"5,74",807,188,12,"89687,03","297614,77",CHAN_001,9/14/2024,Lead Generation,55,TA_005
CAMP_1080,10068,"5,04",906,12,9,"100673,89","206733,82",CHAN_002,10/20/2024,Brand Awareness,56,TA_006
CAMP_1081,9076,"1,26",817,62,4,"90777,92","201535,4",CHAN_003,3/28/2024,Lead Generation,67,TA_004
CAMP_1082,2045,"5,08",184,375,300,"20415,29","68501,55",CHAN_002,8/27/2024,Brand Awareness,17,TA_003
CAMP_1083,8081,"4,69",727,12,9,"80804,04","277211,63",CHAN_002,9/11/2024,Sales,74,TA_008
CAMP_1084,10387,"4,02",935,375,300,"103868,65","240294,98",CHAN_001,12/14/2024,Sales,31,TA_001
CAMP_1085,538,"4,74",48,62,4,"5376,55","12134,11",CHAN_002,6/28/2024,Sales,54,TA_001
CAMP_1086,928,"6,47",83,135,13,"9272,59","18185,53",CHAN_001,7/15/2024,Sales,61,TA_006
CAMP_1087,4333,"1,3",390,62,30,"43324,06","94015,13",CHAN_003,2/26/2024,Sales,84,TA_004
CAMP_1088,11260,"3,3",1013,12,9,"112595,79","396707,68",CHAN_002,1/6/2024,Brand Awareness,8,TA_005
CAMP_1089,4566,"4,64",411,248,100,"45661,69","95775,46",CHAN_003,2/8/2024,Brand Awareness,26,TA_005
CAMP_1090,3042,"3,34",274,188,12,"30389,18","70355,85",CHAN_001,4/28/2024,Sales,76,TA_007
CAMP_1091,11149,"0,98",1004,158,30,"111504,9","270063,02",CHAN_003,11/11/2024,Sales,11,TA_003
CAMP_1092,10834,"5,59",975,495,130,"108310,14","317012,41",CHAN_002,2/22/2024,Lead Generation,79,TA_001
CAMP_1093,1576,"1,15",142,248,100,"15740,03","34270,2",CHAN_002,10/13/2024,Lead Generation,82,TA_001
CAMP_1094,7655,"2,4",689,62,30,"76518,39","190427,31",CHAN_001,11/28/2024,Sales,39,TA_010
CAMP_1095,1117,"2,75",100,21,8,"11142,7","35337,64",CHAN_001,6/16/2024,Sales,23,TA_005
CAMP_1096,11518,"3,49",1037,273,59,"115167,19","260533,45",CHAN_001,7/8/2024,Sales,53,TA_007
CAMP_1097,8906,"5,92",802,21,8,"89063,66","235770,41",CHAN_001,11/19/2024,Brand Awareness,65,TA_005
CAMP_1098,312,"6,52",28,62,4,"3116,84","5633,05",CHAN_001,6/9/2024,Brand Awareness,26,TA_003
CAMP_1099,6283,"4,02",565,21,8,"62804,3","216873,74",CHAN_002,9/28/2024,Brand Awareness,48,TA_004
CAMP_1100,9498,"4,17",855,324,98,"94985,66","196653,34",CHAN_002,5/16/2024,Sales,70,TA_006
CAMP_1101,950,"4,88",86,188,12,"9506,36","33570,58",CHAN_001,3/2/2024,Lead Generation,76,TA_003
CAMP_1102,3058,"1,44",275,495,130,"30545,02","59522,65",CHAN_001,9/19/2024,Lead Generation,60,TA_005
CAMP_1103,5563,"5,63",501,188,12,"55635,57","184888,23",CHAN_001,12/23/2024,Lead Generation,28,TA_009
CAMP_1104,2376,"4,74",214,43,21,"23765,89","57751,83",CHAN_002,3/30/2024,Sales,89,TA_002
CAMP_1105,6109,"1,35",550,305,120,"61090,04","127755,93",CHAN_002,3/6/2024,Lead Generation,35,TA_008
CAMP_1106,4351,"3,66",391,318,100,"43479,9","131758,65",CHAN_001,8/9/2024,Lead Generation,49,TA_002
CAMP_1107,11388,"5,32",1025,62,4,"113842,53","367883,87",CHAN_002,2/13/2024,Lead Generation,55,TA_002
CAMP_1108,770,"3,09",69,21,8,"7714,18","18534,67",CHAN_001,8/27/2024,Sales,30,TA_008
CAMP_1109,7553,"1,86",680,212,77,"75505,41","223219,86",CHAN_002,7/7/2024,Sales,83,TA_006
CAMP_1110,3288,"5,24",296,132,90,"32882,65","117407,73",CHAN_002,5/12/2024,Sales,14,TA_007
CAMP_1111,7700,"4,17",693,62,4,"76985,91","224475,62",CHAN_003,7/20/2024,Sales,50,TA_006
CAMP_1112,4966,"1,69",447,132,90,"49635,65","172561,36",CHAN_003,10/18/2024,Brand Awareness,79,TA_002
CAMP_1113,7579,"5,14",682,62,30,"75817,1","228311,7",CHAN_003,6/18/2024,Lead Generation,65,TA_008
CAMP_1114,5573,"4,69",501,305,120,"55713,49","144154,29",CHAN_002,11/9/2024,Lead Generation,80,TA_008
CAMP_1115,6846,"4,67",616,318,100,"68492,53","157810,88",CHAN_002,7/8/2024,Brand Awareness,42,TA_004
CAMP_1116,1319,"4,7",119,433,140,"13168,64","28284,37",CHAN_001,5/7/2024,Sales,57,TA_001
CAMP_1117,5071,"3,76",457,433,140,"50726,55","148008,38",CHAN_002,7/13/2024,Brand Awareness,81,TA_002
CAMP_1118,4602,"1,32",414,188,12,"46051,29","90383,14",CHAN_002,9/28/2024,Brand Awareness,21,TA_007
CAMP_1119,10212,"0,69",919,273,59,"102154,38","326131,74",CHAN_001,5/13/2024,Sales,8,TA_006
CAMP_1120,8496,"2,72",764,495,130,"84933,85","155756,23",CHAN_003,11/16/2024,Lead Generation,10,TA_010
CAMP_1121,557,"2,3",50,248,100,"5610,31","14553,08",CHAN_001,9/15/2024,Sales,20,TA_002
CAMP_1122,7284,"3,37",656,324,98,"72856,1","242717,36",CHAN_002,6/19/2024,Lead Generation,59,TA_009
CAMP_1123,6076,"2,19",547,433,140,"60778,35","130278,05",CHAN_002,1/12/2024,Brand Awareness,68,TA_007
CAMP_1124,4259,"6,21",384,495,130,"42622,77","97960,51",CHAN_001,9/2/2024,Sales,79,TA_004
CAMP_1125,9796,"6,25",882,433,140,"97946,65","265323,8",CHAN_002,8/13/2024,Brand Awareness,47,TA_006
CAMP_1126,831,"6,16",75,62,30,"8337,54","17664,63",CHAN_003,7/26/2024,Sales,70,TA_002
CAMP_1127,2533,"2,7",228,318,100,"25324,31","76310,11",CHAN_001,11/3/2024,Sales,77,TA_008
CAMP_1128,10799,"2,31",972,73,32,"107998,46","276818,84",CHAN_002,8/15/2024,Sales,46,TA_003
CAMP_1129,10147,"4,46",913,482,120,"101453,1","194602,56",CHAN_002,2/13/2024,Lead Generation,74,TA_007
CAMP_1130,3514,"4,46",316,273,59,"35142,36","64822,19",CHAN_001,7/4/2024,Sales,27,TA_007
CAMP_1131,550,"3,49",50,318,100,"5532,39","14572,94",CHAN_001,11/11/2024,Lead Generation,36,TA_010
CAMP_1132,5057,"6,08",455,43,21,"50570,71","109041,93",CHAN_002,1/28/2024,Sales,28,TA_007
CAMP_1133,6376,"2,27",574,158,30,"63739,35","132749,06",CHAN_002,8/21/2024,Brand Awareness,55,TA_006
CAMP_1134,10843,"2,29",976,62,4,"108465,98","386750,52",CHAN_003,3/24/2024,Lead Generation,86,TA_010
CAMP_1135,5934,2,534,188,12,"59297,85","199963,83",CHAN_001,3/12/2024,Sales,85,TA_004
CAMP_1136,7557,"1,73",680,132,90,"75583,34","174486,75",CHAN_001,11/4/2024,Lead Generation,82,TA_002
CAMP_1137,1806,"6,1",163,482,120,"18077,66","38194,06",CHAN_003,8/6/2024,Sales,22,TA_002
CAMP_1138,8896,"3,76",801,62,4,"88985,74","300051,42",CHAN_002,12/6/2024,Brand Awareness,54,TA_008
CAMP_1139,6084,"6,14",548,12,9,"60856,27","171075,15",CHAN_003,6/10/2024,Lead Generation,47,TA_005
CAMP_1140,3593,"5,75",323,158,30,"35921,56","77462,15",CHAN_002,3/26/2024,Lead Generation,23,TA_002
CAMP_1141,8557,"3,65",770,158,30,"85557,22","205452,88",CHAN_002,5/26/2024,Sales,10,TA_002
CAMP_1142,9554,"5,67",860,324,98,"95531,1","192294,9",CHAN_003,4/20/2024,Brand Awareness,53,TA_004
CAMP_1143,2359,"2,21",212,73,32,"23610,05","62876,59",CHAN_003,10/14/2024,Sales,17,TA_001
CAMP_1144,5047,"5,88",454,375,300,"50492,79","180160,28",CHAN_002,8/13/2024,Lead Generation,88,TA_001
CAMP_1145,6917,"1,66",623,495,130,"69193,82","240970,99",CHAN_002,7/28/2024,Lead Generation,62,TA_002
CAMP_1146,8405,"3,78",757,73,32,"84076,72","273023,7",CHAN_003,2/2/2024,Brand Awareness,85,TA_006
CAMP_1147,1506,"0,67",135,212,77,"15038,75","32741,21",CHAN_001,2/29/2024,Lead Generation,87,TA_002
CAMP_1148,7329,"5,82",660,375,300,"73323,63","227225,12",CHAN_002,1/28/2024,Sales,44,TA_002
CAMP_1149,8356,"2,88",752,62,4,"83531,27","207824,69",CHAN_001,1/16/2024,Sales,57,TA_009
CAMP_1150,3872,"3,17",349,495,130,"38726,72","104245,62",CHAN_003,9/12/2024,Brand Awareness,60,TA_003
CAMP_1151,1341,"1,47",121,188,12,"13402,41","33317,73",CHAN_001,8/28/2024,Sales,69,TA_005
CAMP_1152,11597,"1,66",1044,158,30,"115946,4","366330,34",CHAN_003,12/22/2024,Brand Awareness,47,TA_004
CAMP_1153,2096,"1,96",189,318,100,"20960,74","54703,58",CHAN_001,3/31/2024,Brand Awareness,34,TA_008
CAMP_1154,8365,"2,52",752,73,32,"83609,2","231994,46",CHAN_001,1/7/2024,Brand Awareness,53,TA_002
CAMP_1155,11551,"4,98",1039,318,100,"115478,87","314797,12",CHAN_002,3/21/2024,Sales,8,TA_008
CAMP_1156,3252,"4,18",292,482,120,"32493,04","64561,04",CHAN_002,7/13/2024,Lead Generation,46,TA_004
CAMP_1157,1698,"5,82",153,73,32,"16986,77","57645,59",CHAN_002,7/7/2024,Lead Generation,29,TA_005
CAMP_1158,8765,"4,87",789,433,140,"87661,09","190493,24",CHAN_001,10/18/2024,Lead Generation,78,TA_006
CAMP_1159,9321,"4,31",839,273,59,"93193,47","227801,18",CHAN_001,10/21/2024,Lead Generation,49,TA_006
CAMP_1160,7146,"2,3",643,132,90,"71453,52","207174,17",CHAN_002,7/19/2024,Lead Generation,31,TA_001
CAMP_1161,3971,"2,37",358,248,100,"39739,69","140344,88",CHAN_001,4/29/2024,Sales,88,TA_004
CAMP_1162,6998,"4,78",630,248,100,"69973,03","201733,8",CHAN_001,4/25/2024,Lead Generation,76,TA_005
CAMP_1163,10399,"5,28",936,482,120,"104024,49","322059,46",CHAN_003,8/9/2024,Sales,19,TA_006
CAMP_1164,2616,"6,45",236,73,32,"26181,44","69203,09",CHAN_001,3/17/2024,Lead Generation,73,TA_002
CAMP_1165,3895,"4,81",351,248,100,"38960,48","96270,7",CHAN_002,6/22/2024,Lead Generation,69,TA_007
CAMP_1166,11303,"4,63",1018,62,30,"113063,32","328751,73",CHAN_002,5/6/2024,Sales,22,TA_002
CAMP_1167,5019,"6,31",452,305,120,"50181,1","147290,55",CHAN_003,4/9/2024,Sales,35,TA_002
CAMP_1168,11311,"2,61",1018,248,100,"113141,24","222425,44",CHAN_001,1/12/2024,Sales,68,TA_010
CAMP_1169,7583,"1,08",682,375,300,"75817,1","195414,52",CHAN_003,2/17/2024,Lead Generation,15,TA_008
CAMP_1170,8674,"1,18",781,375,300,"86726,03","151135,56",CHAN_002,7/11/2024,Sales,38,TA_007
CAMP_1171,6466,"0,97",582,375,300,"64674,4","212480,66",CHAN_003,10/8/2024,Lead Generation,71,TA_006
CAMP_1172,1751,"0,66",158,495,130,"17532,22","47402,62",CHAN_003,5/29/2024,Lead Generation,28,TA_006
CAMP_1173,2548,"2,21",229,273,59,"25480,16","48314,11",CHAN_001,3/15/2024,Lead Generation,51,TA_003
CAMP_1174,9466,"5,06",852,188,12,"94673,97","260457,07",CHAN_002,1/11/2024,Lead Generation,16,TA_007
CAMP_1175,4252,"5,63",383,375,300,"42544,85","140290,46",CHAN_001,3/31/2024,Brand Awareness,33,TA_003
CAMP_1176,9509,"2,94",856,305,120,"95063,58","287523,21",CHAN_003,10/23/2024,Lead Generation,58,TA_007
CAMP_1177,3610,"1,49",325,158,30,"36077,41","128506,49",CHAN_003,10/2/2024,Lead Generation,56,TA_006
CAMP_1178,3201,"1,85",288,73,32,"32025,52","110302,35",CHAN_003,10/20/2024,Brand Awareness,10,TA_003
CAMP_1179,5892,"1,97",530,21,8,"58908,25","149341,16",CHAN_001,8/20/2024,Sales,89,TA_004
CAMP_1180,1888,"3,88",170,212,77,"18856,87","61464,78",CHAN_002,6/20/2024,Sales,42,TA_008
CAMP_1181,5805,"5,84",522,132,90,"58051,12","183721,39",CHAN_001,10/26/2024,Lead Generation,22,TA_005
CAMP_1182,6368,"1,61",573,73,32,"63661,43","216538,58",CHAN_001,10/13/2024,Brand Awareness,23,TA_002
CAMP_1183,5923,"6,35",533,135,13,"59219,93","115496,34",CHAN_001,5/14/2024,Lead Generation,36,TA_008
CAMP_1184,1072,"3,02",97,188,12,"10753,09","33204,42",CHAN_002,8/31/2024,Lead Generation,7,TA_002
CAMP_1185,6862,"3,5",618,12,9,"68648,37","239976,36",CHAN_003,12/24/2024,Sales,18,TA_004
CAMP_1186,9062,"6,29",816,482,120,"90622,08","183039,81",CHAN_002,8/10/2024,Lead Generation,73,TA_010
CAMP_1187,6177,"1,3",556,132,90,"61791,33","113319,83",CHAN_001,8/10/2024,Lead Generation,79,TA_004
CAMP_1188,9140,"3,52",823,43,21,"91401,29","272124,53",CHAN_001,5/12/2024,Sales,24,TA_001
CAMP_1189,7626,"2,71",687,433,140,"76284,62","187274,69",CHAN_002,12/31/2024,Sales,85,TA_003
CAMP_1190,1975,"3,05",177,132,90,19714,"37815,2",CHAN_002,4/19/2024,Sales,87,TA_009
CAMP_1191,1159,"1,23",104,375,300,"11610,22","22890,58",CHAN_003,6/4/2024,Brand Awareness,69,TA_002
CAMP_1192,5248,"5,95",473,158,30,"52518,73","144168,74",CHAN_003,1/16/2024,Lead Generation,43,TA_007
CAMP_1193,8173,"3,7",736,43,21,"81739,09","164428,13",CHAN_003,7/4/2024,Brand Awareness,51,TA_003
CAMP_1194,8404,"5,54",756,273,59,"83998,8","187544,69",CHAN_002,9/10/2024,Lead Generation,17,TA_001
CAMP_1195,11029,"5,92",992,375,300,"110258,17","384321,53",CHAN_002,11/29/2024,Brand Awareness,28,TA_005
CAMP_1196,9386,"4,46",845,324,98,"93894,76","234506,86",CHAN_003,6/30/2024,Brand Awareness,31,TA_003
CAMP_1197,9810,"4,58",883,21,8,"98102,49","297455,35",CHAN_003,2/19/2024,Sales,11,TA_002
CAMP_1198,11232,"6,31",1011,43,21,"112284,11","254614,92",CHAN_002,7/27/2024,Lead Generation,33,TA_008
CAMP_1199,4918,"1,18",443,62,30,"49168,13","102257,61",CHAN_001,10/24/2024,Lead Generation,43,TA_005
CAMP_1200,6996,"1,87",630,212,77,"69973,03","157093,31",CHAN_001,1/18/2024,Lead Generation,68,TA_008
CAMP_1201,5873,"1,43",529,324,98,"58752,41","205751,56",CHAN_002,7/14/2024,Sales,43,TA_001
CAMP_1202,7521,"1,44",677,62,4,"75193,73","173028,42",CHAN_003,5/9/2024,Lead Generation,68,TA_005
CAMP_1203,8177,"5,97",736,158,30,"81739,09","173367,06",CHAN_002,11/13/2024,Sales,48,TA_010
CAMP_1204,5338,"6,42",480,158,30,"53375,86","124656,31",CHAN_003,5/23/2024,Brand Awareness,37,TA_003
CAMP_1205,2625,"3,87",236,135,13,"26259,37","47755,04",CHAN_002,7/28/2024,Lead Generation,40,TA_001
CAMP_1206,9510,"4,93",856,305,120,"95063,58","263324,4",CHAN_001,12/3/2024,Sales,48,TA_006
CAMP_1207,8831,"1,62",795,43,21,"88284,45","250799,2",CHAN_001,9/25/2024,Sales,70,TA_002
CAMP_1208,6805,"2,17",612,188,12,68025,"189187,16",CHAN_002,6/30/2024,Lead Generation,75,TA_008
CAMP_1209,8894,"4,04",800,324,98,"88907,82","253566,81",CHAN_003,11/27/2024,Lead Generation,84,TA_009
CAMP_1210,3109,"1,41",280,324,98,"31090,46","66553,93",CHAN_001,12/6/2024,Sales,58,TA_008
CAMP_1211,1028,"1,92",93,135,13,"10285,57","23501,34",CHAN_003,5/11/2024,Brand Awareness,16,TA_003
CAMP_1212,6654,"0,78",599,43,21,"66544,5","175978,37",CHAN_001,10/30/2024,Sales,61,TA_003
CAMP_1213,7841,"3,01",705,273,59,"78388,49","174815,58",CHAN_002,12/13/2024,Lead Generation,28,TA_003
CAMP_1214,9976,"3,74",898,132,90,"99738,83","254804,27",CHAN_003,3/20/2024,Brand Awareness,45,TA_005
CAMP_1215,6660,"4,63",600,212,77,"66622,42","217185,85",CHAN_003,10/17/2024,Sales,71,TA_002
CAMP_1216,4633,"1,73",417,305,120,"46362,97","164211,57",CHAN_002,8/21/2024,Brand Awareness,32,TA_003
CAMP_1217,876,"5,18",79,482,120,"8727,15","22837,94",CHAN_003,12/4/2024,Lead Generation,10,TA_002
CAMP_1218,6680,"2,77",601,433,140,"66778,27","238832,24",CHAN_003,6/20/2024,Lead Generation,49,TA_004
CAMP_1219,1097,"2,81",99,375,300,"10986,86","19080,08",CHAN_003,10/24/2024,Brand Awareness,39,TA_003
CAMP_1220,368,"5,59",33,62,4,"3662,29","9389,31",CHAN_002,8/5/2024,Sales,39,TA_004
CAMP_1221,1779,"2,62",160,375,300,"17765,98","50589,43",CHAN_002,8/27/2024,Lead Generation,51,TA_008
CAMP_1222,7518,"3,76",677,495,130,"75193,73","184426,77",CHAN_001,1/16/2024,Brand Awareness,29,TA_002
CAMP_1223,5041,"4,1",454,62,30,"50414,86","135362,98",CHAN_002,2/3/2024,Brand Awareness,13,TA_008
CAMP_1224,4329,"5,95",390,21,8,"43324,06","150717,53",CHAN_003,8/6/2024,Lead Generation,51,TA_001
CAMP_1225,6336,"2,86",570,248,100,"63349,74","167136,81",CHAN_001,8/23/2024,Sales,44,TA_007
CAMP_1226,6335,"5,76",570,433,140,"63349,74","208475,24",CHAN_001,12/23/2024,Sales,16,TA_008
CAMP_1227,6872,"3,97",619,212,77,"68726,29","127129,32",CHAN_001,5/17/2024,Lead Generation,59,TA_002
CAMP_1228,9108,"4,38",820,158,30,"91089,61","173613,06",CHAN_001,7/30/2024,Brand Awareness,15,TA_010
CAMP_1229,7335,"2,54",660,73,32,"73323,63","260194,47",CHAN_001,4/9/2024,Lead Generation,76,TA_001
CAMP_1230,1265,"2,45",114,375,300,"12623,2","37105,39",CHAN_002,10/20/2024,Brand Awareness,46,TA_001
CAMP_1231,9949,"3,87",896,62,4,"99505,07","326830,91",CHAN_002,11/1/2024,Sales,67,TA_010
CAMP_1232,11527,"3,32",1037,324,98,"115245,11","341935,69",CHAN_002,2/2/2024,Lead Generation,81,TA_005
